3m7khDnqH9QOg8gu3Ymumw,"[(1, 0.021096616342559011), (3, 0.2154012472569215), (18, 0.32273264017199527), (19, 0.069977815489520062), (20, 0.14929395330393844), (46, 0.042038538681371154), (47, 0.013434662345102906), (62, 0.018643718004928863), (67, 0.053029742826958298), (69, 0.084518634090922543)]"
7Y1lfzFkwBRoMZKIMMeZMw,"[(18, 0.29371350114740924), (19, 0.05819744829213936), (33, 0.18146140798620272), (36, 0.061633587413977307), (41, 0.012560892649451417), (46, 0.047672118798468471), (59, 0.016480642770972231), (71, 0.17075393114945073), (80, 0.020087828503311356), (93, 0.13545126824367931)]"
Cjd2GNKYqdmYnMTTgLKNcg,"[(12, 0.023511076470389997), (19, 0.49110795143357822), (37, 0.30466693735636557), (46, 0.016889624078215575), (47, 0.025192302297582517), (70, 0.097947960924029173), (80, 0.032032722693324606)]"
DIYHTgM-YGKWOWLzQ4XVhA,"[(3, 0.18574825553620136), (10, 0.30343110355397679), (18, 0.11118475625184387), (41, 0.012281595258916853), (67, 0.020919160951499604), (86, 0.34632813889418657)]"
7NKBHVMIjnsO2OmcAfsC_w,"[(1, 0.042937497071105682), (19, 0.22766170420503931), (35, 0.074870318285917781), (42, 0.095335159663837238), (61, 0.23632798541938629), (80, 0.22754011391600268), (83, 0.06857521726053166), (92, 0.020085337511513677)]"
i_H_yKtISROjQ4eruSwyPw,"[(18, 0.12846963061349276), (38, 0.12342090149334883), (46, 0.044602081749430242), (64, 0.11847280930051717), (71, 0.18607339664458666), (86, 0.02096087413659186), (93, 0.33457473368944823)]"
W0eocyGliMbg8NScqERaiA,"[(3, 0.080916110296136531), (18, 0.021628309177762626), (19, 0.068233544083950617), (46, 0.3549972167833077), (62, 0.033312916107600329), (66, 0.049444885288932601), (67, 0.092635776211295429), (69, 0.25088227453549622)]"
s5hKf_EAsNdkqGUtkJTiKQ,"[(19, 0.17900424475528237), (20, 0.071258326122108057), (39, 0.070276109715551344), (41, 0.019254761105808541), (46, 0.022615841926577413), (63, 0.53613643704447089), (75, 0.076977891441846469), (96, 0.017761059421203089)]"
-_Ex8L_ZN-BwEtKFtaXs9A,"[(19, 0.25971095203101069), (37, 0.025539097866183223), (39, 0.04685319126391984), (63, 0.032082399582799966), (75, 0.62348495447606667)]"
cW3shiA8fDGRpsAUDsL1Xg,"[(16, 0.051761809017451914), (18, 0.037258519513377719), (30, 0.013582638040318366), (46, 0.070893430552447415), (68, 0.046081733553227928), (80, 0.49725961872873203), (96, 0.24466068361263008), (98, 0.018486642244527448)]"
NtizlEdtnJX0tteMdZ-6tw,"[(13, 0.033660646532344206), (17, 0.3694545506113851), (19, 0.47307195370286664), (30, 0.068558014157638278), (46, 0.040411084995768197)]"
Xk3inJcuBGLhavUcdlINZA,"[(3, 0.19446352087463264), (10, 0.017659040641450685), (18, 0.066519979955908096), (26, 0.052157498433411414), (38, 0.016169862015358052), (41, 0.047551800800400355), (46, 0.065485754216412562), (67, 0.47800665143173893), (86, 0.016736178517652394)]"
9ESmVfMgTHDwXJkfRB0muQ,"[(16, 0.047342504123695006), (19, 0.41686916835876398), (37, 0.42295263534399052), (63, 0.10052799986585469)]"
ff7VlCqw4ByzAvR2-q9mVg,"[(1, 0.052106525811764191), (19, 0.87847259072421457), (46, 0.030041937212581946), (75, 0.018628462128521064)]"
LNUx60j6DQAxJuikUiZNvw,"[(13, 0.027219248326607184), (19, 0.064183040138201919), (34, 0.012589014593548995), (42, 0.043464149437647141), (46, 0.21951613458314168), (64, 0.019285328055796677), (79, 0.55447911904703273), (80, 0.033169652062688224)]"
Xq9tkiHhyN_aBFswFeGLvA,"[(3, 0.51911940900615361), (17, 0.020117587113885834), (18, 0.10302500257339929), (38, 0.022779402446977601), (46, 0.11834684992339793), (50, 0.014043003075275286), (59, 0.015117704940663406), (66, 0.023659884701695305), (67, 0.089425167132696354), (68, 0.010411698959573867)]"
EWqhIQWc2ohS8AXrlcjarw,"[(36, 0.19856243665915499), (80, 0.38819062439235524), (84, 0.37107302590501084)]"
4qOPELunTvPQsmmnLDr4Jw,"[(2, 0.010588043417799049), (3, 0.051006220262385299), (10, 0.62063953677919237), (18, 0.1300624375774212), (33, 0.033663045508364901), (34, 0.033239954704020629), (41, 0.014993758775379652), (42, 0.011387681820658765), (46, 0.018183332754452709), (47, 0.01198164576009242), (48, 0.02582549683329128), (62, 0.010025705696127813), (73, 0.015767193919888175)]"
CQHKoO91ivQJ9hFDCFdSSw,"[(21, 0.014882737671755013), (46, 0.32989913112975561), (48, 0.22399970507199896), (50, 0.17523651884226438), (59, 0.16156962935991417), (66, 0.035942577417206224), (86, 0.036195156748672228)]"
cQx6Tbzs7zMWCbDfZ4PBJQ,"[(1, 0.15683263958910787), (11, 0.13716335522481723), (16, 0.1693651971410402), (19, 0.39434812530454094), (46, 0.10678466097214181), (80, 0.016893021516979113), (83, 0.012942268544059868)]"
VZYMInkjRJVHwXVFqeoMWg,"[(17, 0.23298755005550956), (19, 0.34852727921101223), (46, 0.31610375850476452), (59, 0.019814313019266394), (63, 0.03325000769533433), (66, 0.024406415326695872), (68, 0.015780645145396816)]"
8c2ZwD42Q30eUjxG2SgYNg,"[(1, 0.30745082937138013), (16, 0.032761951443572461), (25, 0.14622561532847317), (44, 0.06697932339029336), (69, 0.37384529294499724), (78, 0.010738929648734437), (80, 0.045185222087424828)]"
VkdjWDnu5EDqT8PIhb4y3A,"[(1, 0.029141028045538829), (33, 0.14936426931458055), (36, 0.60361691877417822), (46, 0.096680764408491188), (64, 0.021959766191602764), (80, 0.046093728393228388), (86, 0.043259014542497594)]"
wxASKUPgbPsNLA9ZQFAn3A,"[(1, 0.1653790344994939), (16, 0.45235653449280033), (18, 0.056684436784848649), (20, 0.045337222910092359), (27, 0.011414548247463694), (36, 0.010504379356056489), (46, 0.03627341625719796), (69, 0.020660739491584954), (80, 0.10609553773667253), (84, 0.090376117436907114)]"
ik2nt9XQuTUFjxU0tq30Uw,"[(19, 0.5150363663221873), (41, 0.010029985321129168), (75, 0.46029534033988012)]"
AgvP554bfq5kwp5TghvYmw,"[(10, 0.1226530131307505), (16, 0.14229699551354069), (17, 0.034227551082000894), (19, 0.035934350236551338), (36, 0.017245758896011147), (46, 0.084032756244488888), (54, 0.054978862040228185), (59, 0.037580153621841653), (66, 0.090207919775839682), (67, 0.30827180837592366), (95, 0.036025732260592774)]"
LVan8aRMDNzaOwW1mFsH1g,"[(1, 0.14904963471578656), (16, 0.52611949203033914), (18, 0.05444075577552749), (19, 0.17001455445929112), (31, 0.012669602585989176), (39, 0.012763383655404801), (47, 0.02551881191904997), (63, 0.01429297224493809), (79, 0.010250351759048227), (95, 0.021337133768014164)]"
h45pT80y2uztKxv1vMu5AQ,"[(1, 0.023051785810287644), (16, 0.77254881138889975), (19, 0.090076994744334532), (52, 0.045732085036705603), (77, 0.010053338471554155), (86, 0.044461108420135668)]"
pas-y6Ki4gcxKfq2UhJGeQ,"[(1, 0.10077260701062336), (18, 0.11803390957052411), (19, 0.3113710875775621), (31, 0.32894037272756049), (93, 0.031588693675386172), (94, 0.026248791243118751), (98, 0.068953629104318237)]"
n5vAhP5zbfSebnwxcMlftQ,"[(19, 0.078558615016553673), (20, 0.011785711026990369), (47, 0.066313523140978561), (63, 0.5277216217914722), (75, 0.16692419923733792), (98, 0.12573584132013341)]"
M1RU0hAip_mmgNr_o4R5Lw,"[(20, 0.016794978989924991), (38, 0.081931506214453012), (46, 0.58301484332388531), (48, 0.11705151519689064), (50, 0.073179246039505888), (59, 0.082511730119659621), (68, 0.025573892106312592)]"
teuMyRZIPurYkSLMCEzLyw,"[(3, 0.16143478463511829), (18, 0.078570769237366986), (33, 0.036003736168854453), (45, 0.03557492056477575), (46, 0.18808158849489495), (52, 0.02074946162005226), (66, 0.32341105941198806), (80, 0.063010301468179292), (98, 0.083689127116540585)]"
mWFA3S-h2_bEvjDJP-11wg,"[(16, 0.014990522480848102), (18, 0.033600626576917585), (19, 0.23431752705921749), (46, 0.10036619832651623), (47, 0.017954707328941753), (79, 0.56060265567891965)]"
vcOdP1oPxASz7x0HAmN-9A,"[(1, 0.065741353079299278), (16, 0.015694214391398453), (19, 0.23692927570933667), (27, 0.35577735172032299), (37, 0.021568686195313439), (60, 0.020056703830818059), (63, 0.014439398609252365), (64, 0.011682500735167285), (75, 0.013605733939468741), (82, 0.13517499648401707), (84, 0.087401564111808661)]"
udyeC0A16GWcSas7L5hwHg,"[(1, 0.020812923020761247), (18, 0.1793683702486025), (19, 0.20806097380170771), (46, 0.12492408063392317), (47, 0.032220468875333655), (65, 0.15129909679903669), (66, 0.25658442626300054), (80, 0.014836478531578082)]"
qcylQLL-fXdFHrdXC2jZFw,"[(18, 0.010877615578892108), (19, 0.062513474400730989), (20, 0.017302425340488054), (31, 0.14861132845221434), (46, 0.57911894813719034), (59, 0.051819706648566409), (69, 0.074715727824419237), (90, 0.010139861679211694)]"
f0kNfld67dLTLKwbilSQeA,"[(6, 0.010907691322611683), (18, 0.029256211381745157), (19, 0.30851046834436668), (32, 0.024047866801693279), (37, 0.177192203025763), (43, 0.26890467574935678), (46, 0.01887182233760645), (63, 0.062887982976224041), (75, 0.031492569522585799), (80, 0.053622461814397365)]"
QQvzErQ8Ijdy3SyEmYVG7Q,"[(1, 0.035711312674459088), (9, 0.020633565173723084), (10, 0.014984788972274227), (20, 0.016995538944598373), (34, 0.020337476606745772), (41, 0.72526437701601032), (78, 0.096506030572580725), (92, 0.034156177102067593)]"
vuTx_fB-K_b3-WWjXiTdJg,"[(1, 0.059881964161580328), (19, 0.30944664715507614), (30, 0.016546181665141067), (33, 0.38225885819627525), (41, 0.025953142300768835), (46, 0.060309756892558117), (67, 0.028542024724489235), (80, 0.070529190405180575), (94, 0.017141054949293084)]"
Az_IY3TgnOcnh1dXd7GZLg,"[(1, 0.013740446553407816), (2, 0.30336475091281773), (18, 0.079346550189060727), (19, 0.034824514502917937), (34, 0.017674322660161737), (46, 0.047233235768389441), (80, 0.026337029241381628), (86, 0.43695549019802732)]"
h-o-fNBO2ojQQvsOG7UbDQ,"[(19, 0.16091870553655782), (27, 0.013599851191702234), (46, 0.068326887498499009), (82, 0.21308350244989921), (84, 0.53738091247827258)]"
x4AvELydPTh-CIgTzjO6Ig,"[(1, 0.013995297448978584), (16, 0.032090871225972616), (19, 0.61093913727559712), (37, 0.013143332820516603), (63, 0.31550960201008837)]"
HrkpmBY-ZbDTbizPMr7TEA,"[(18, 0.060119219490020359), (19, 0.080825256525807215), (32, 0.056929259999531433), (42, 0.77916231810998582)]"
p6_fZBMZJaDfYPT4bN7jgg,"[(10, 0.010429498398458394), (19, 0.70386256391742508), (63, 0.15439779717370755), (91, 0.029703220625611895), (93, 0.016928207665825052), (96, 0.070520883552905561)]"
PEezgevlEHjujMN1qTQH1g,"[(3, 0.070169691924768393), (8, 0.016128285562257993), (11, 0.011135991308801758), (13, 0.01447907875471223), (17, 0.074594424288686026), (45, 0.11241984231924511), (59, 0.038220893415817567), (86, 0.65560769793752172)]"
_Pgyo58zwlnkHJZsgo0Rcg,"[(13, 0.010054826884121126), (16, 0.075799539769243404), (17, 0.012121383595833065), (36, 0.65295353903806386), (37, 0.011904284635157875), (47, 0.049265415889206528), (79, 0.133307633597051), (93, 0.034738702641319841)]"
5A_vuyESZFU9eCArpVfJCw,"[(1, 0.18909175512332796), (16, 0.69541215512318433), (19, 0.1065591234758293)]"
LjqY98zL96sem_PxC6ZG3g,"[(1, 0.043916123758738913), (10, 0.039589034703921215), (18, 0.13976244411226291), (19, 0.087780639856655698), (42, 0.13175925361671828), (46, 0.067988456283298179), (47, 0.014837371167564459), (60, 0.41653773579205738), (79, 0.016013713090746715), (80, 0.021143543571764838)]"
P8pJ2tUS-KnO8H4sbaAxTw,"[(3, 0.010213158169256798), (10, 0.088056418548972268), (16, 0.036836563394760304), (18, 0.072255756809430471), (19, 0.13374554344377149), (36, 0.41812934475214847), (46, 0.024623639480776911), (59, 0.059493473856950245), (62, 0.010683290696030063), (66, 0.063869783275769976), (80, 0.022235787811897452), (86, 0.024205486092129892)]"
hSCZu4Kr_GNU6Lw87yXjlg,"[(11, 0.056490109033226592), (19, 0.024370020490990071), (37, 0.85081420063547719), (46, 0.027079033558241553), (93, 0.01006632262893299)]"
I2IofjP2sHZUkv7pcoc33A,"[(1, 0.075925524468887964), (19, 0.21555216058270529), (47, 0.066606774662429896), (59, 0.50023490668913551), (98, 0.1338293939274188)]"
m_rEr3Vg1-f9Dg-Nag4FWg,"[(18, 0.24056040225337733), (33, 0.54559097089242392), (38, 0.02150568978711357), (46, 0.028802070409003126), (59, 0.018818169404281201), (84, 0.019835009506936029), (93, 0.060091914027088598)]"
d1fWisrsDqdrVAUHmIuu_g,"[(9, 0.3448187211358385), (16, 0.034068613848433307), (19, 0.13661193978388045), (34, 0.011758054875898797), (42, 0.34131838436803424), (48, 0.10805009689587257), (60, 0.010352384872839812)]"
-u-B9Rm3DHpLThpakVXH3w,"[(19, 0.098510330535371129), (46, 0.36856301460179297), (47, 0.11408818796723359), (68, 0.12509072740475546), (80, 0.28813581724647508)]"
pKp50rYh0iWZYKiWmWmLow,"[(16, 0.66693237821173423), (18, 0.073529226053690319), (19, 0.036942622436833952), (46, 0.057355458090669435), (59, 0.010411232363087993), (63, 0.047667582256618532), (80, 0.085336149876039533)]"
FbWwugp1EWRYBv76Wd3BEg,"[(16, 0.031089552529369294), (17, 0.35161852605183092), (37, 0.059800078026916156), (42, 0.053183033111375323), (66, 0.50079029176199119)]"
Ane4XcpP7aWzhjd8SGiciQ,"[(1, 0.012567306021936977), (3, 0.022618651990538616), (18, 0.18208691735189819), (19, 0.012234123394583364), (46, 0.058805816784407494), (48, 0.15392484200266776), (59, 0.5263071765739179), (80, 0.018496668424092633)]"
40_99L6HTtK_eHHT_tCjmw,"[(17, 0.073978585152182419), (18, 0.30284930641296748), (42, 0.016145124866360796), (44, 0.026672752052666764), (46, 0.011836681354070823), (47, 0.05250878366983857), (59, 0.015166596261497361), (66, 0.21485228457027483), (95, 0.2533519945692872)]"
BcnAlLboVv5546JAGaUjuA,"[(1, 0.018242257364300522), (19, 0.017295254627620757), (37, 0.56113218775332574), (43, 0.32195408757593963), (47, 0.010076979841731414), (80, 0.064219310517573805)]"
Vgid74xn35Am-iVdlRkQsw,"[(19, 0.0785019462330655), (26, 0.012167669989077885), (43, 0.01661033983597562), (46, 0.11460008887426169), (68, 0.31754659240998606), (80, 0.32280961906768146), (83, 0.12836980419601132)]"
5zGFamr8v5ykzr41SmMRDg,"[(19, 0.22606808876549006), (46, 0.036910084181106327), (52, 0.054206031541502442), (75, 0.67112115634912484)]"
S7ScUBfGcizYmKtzyW9TqA,"[(18, 0.031616989322907164), (19, 0.74028422794556614), (42, 0.013578707335104976), (57, 0.031016502076549133), (63, 0.025370681071786708), (75, 0.080900225166321504), (80, 0.023142968288007281), (98, 0.048771779718616758)]"
uLzb0n7iYbaTZKeta1RDAw,"[(10, 0.014552711067627729), (14, 0.036238665143389082), (16, 0.027750394991415191), (18, 0.22455198296502951), (33, 0.64805400686851455)]"
fkx4DYKXE_v_YlQAvSlAUw,"[(12, 0.014874257962027916), (16, 0.050315110844518153), (19, 0.38060598815349994), (44, 0.048816615196405733), (47, 0.015491236331535714), (63, 0.45924605210785036), (65, 0.011585084814411338), (99, 0.011821560101560328)]"
XLlhZbCtwBZHoPZVStNuCQ,"[(16, 0.030743819697109754), (18, 0.081184313226576016), (19, 0.091729713802405854), (42, 0.082016529714451961), (46, 0.11029235871058769), (61, 0.59597781221205204)]"
3UL4XhpflmEEADvjcrrzYQ,"[(3, 0.16874366442570493), (16, 0.27819287560808398), (19, 0.28518599125305644), (47, 0.16593545889495029), (52, 0.06257461233864009), (69, 0.014623476684942661)]"
4slO7yWhHVE3V1URzg-Nyw,"[(1, 0.046498360122259413), (16, 0.26291436264305879), (19, 0.40014264248009351), (47, 0.1324271536313425), (68, 0.07064260148144047), (75, 0.012796791936625987), (92, 0.058300876375109091)]"
86aGyaoKrEHJzNC31qlalg,"[(16, 0.29552652434533194), (46, 0.10249513161901276), (63, 0.55334244270524913), (69, 0.037072462105825446)]"
1IYHp-9jQH5kf-Bnvh9wNg,"[(18, 0.081142292935460117), (19, 0.24494613839022678), (51, 0.011236243022309578), (63, 0.011338571526498141), (75, 0.63200236506847285), (98, 0.01639688905703246)]"
_4VapLIt_vHJ0iL_qnMzeQ,"[(19, 0.54396580666403338), (37, 0.37943269720679418), (46, 0.015220349842326467), (65, 0.021612597277676712), (82, 0.020073495756944938), (98, 0.016093520685177044)]"
cLojUtqkFpVIHFEvA_5Atw,"[(3, 0.15351045516579623), (18, 0.09319477779417451), (34, 0.034773656805553013), (41, 0.014276938158015775), (46, 0.17113281628253768), (67, 0.022649256501592194), (71, 0.24175488475989412), (86, 0.20046016197499714)]"
lQpdn4RvgG9vT5CHv3qj9w,"[(1, 0.023286133304066585), (6, 0.52899273245457934), (18, 0.025466885064219284), (19, 0.027948361923544364), (46, 0.078766746874514154), (47, 0.012376158215154863), (63, 0.019945612016433262), (80, 0.23874739990705474), (96, 0.011325556874746527)]"
yypKLRJxSjR2uNaTS_O6pw,"[(10, 0.72085203719762603), (18, 0.06589280492942888), (46, 0.077373751331366689), (66, 0.013348499276743822), (67, 0.054647133060670705)]"
OzIV3ZDwCC6aOlgs_YADAQ,"[(1, 0.093891995142284024), (9, 0.012170399710708492), (16, 0.1446402446065238), (19, 0.11564340969847839), (21, 0.097700830575157049), (36, 0.24445459837958106), (37, 0.21595602796765842), (46, 0.046056106213434353)]"
jWIdwys1qisHa93seORskQ,"[(18, 0.029040034215381209), (19, 0.26047749143070731), (37, 0.10006139051114041), (43, 0.2778067468633808), (63, 0.1662141458262586), (80, 0.11175091724513173), (84, 0.021911745224624468)]"
3RCa_Qq-j1yaySmdDvYwZw,"[(11, 0.12873492862233407), (19, 0.12748825161095106), (37, 0.70535914538760103), (64, 0.024513871539926756)]"
U_CvxSM9epIi8u5A0jOUVw,"[(1, 0.013700796320165836), (5, 0.01419187310112977), (10, 0.69459300160756987), (18, 0.02183512648818936), (19, 0.048613523840673432), (30, 0.056049836380921113), (41, 0.01159018589101336), (46, 0.093018417036237103), (48, 0.020115784781794398)]"
ML8bLRIcWCbBqRfCQSLAKw,"[(1, 0.012948092127278585), (16, 0.15095325363192416), (19, 0.60530034698320856), (27, 0.1494732754042673), (77, 0.057944989874479116)]"
0xJnnx_oYYZb9pBmzzGIlg,"[(16, 0.03378172582946691), (19, 0.773984576192147), (37, 0.10384511504916391), (65, 0.063938047683250288), (96, 0.015103278561591927)]"
z6vO1HR8L2iW4avr610XKw,"[(1, 0.022553932185815015), (3, 0.012104435895490978), (10, 0.027779934772851789), (18, 0.094629247622975976), (19, 0.019176643713287981), (31, 0.24396443790851371), (46, 0.40066026281310674), (47, 0.011084645190460502), (48, 0.01363361045931127), (66, 0.010434198747184067), (69, 0.063997586191067338), (78, 0.016707813260570168), (80, 0.016594688106894028)]"
VudqspJ-zQIlYRBTANgdzQ,"[(19, 0.27715931171789182), (33, 0.26783865802273499), (46, 0.070436667837960584), (74, 0.23075983684776061), (77, 0.019003545241468949), (79, 0.12424018257937337)]"
XGK7mKZJQtJa77Izhx6xyQ,"[(16, 0.032851538136604623), (18, 0.12506135443665242), (19, 0.099368098895140464), (63, 0.03817830361607711), (71, 0.026495197156160905), (78, 0.57942378165561581), (80, 0.052250536572295517), (93, 0.02716993551840282)]"
JR-lU_nKD_aeygZ3yrFXJg,"[(19, 0.1803666931101135), (34, 0.040977033657837357), (35, 0.022867791659599058), (83, 0.74664562442959126)]"
XZZBFKfxi_I8RFla028zmw,"[(2, 0.38677816250676583), (3, 0.047592152835904816), (18, 0.037889322493097698), (34, 0.12193856597593349), (46, 0.025910760623121549), (58, 0.037088723162499962), (86, 0.32058014791374356)]"
TBVBZLBsaB3NuOJ5hnbGrg,"[(16, 0.2457421812719689), (18, 0.073795083952632859), (19, 0.22379730680273591), (25, 0.021404249231091792), (33, 0.012091811615581703), (47, 0.049030389605317595), (48, 0.033006444087322638), (63, 0.32843736318367805)]"
Y-bDtbLUp-szo_WxL883-A,"[(18, 0.04873127068618887), (19, 0.034356780022371115), (33, 0.59662485053297221), (41, 0.034061987719774624), (63, 0.018156495435041203), (66, 0.084337457598164828), (88, 0.057289262794620113), (93, 0.11665932983493552)]"
8WbbWGCWR6uUOLHYv0vl1w,"[(16, 0.12507046544956243), (19, 0.14443700878989174), (47, 0.19764627799765533), (75, 0.26767915967050931), (96, 0.25385756428285783)]"
t-0I_HBqj1B1IriLab508Q,"[(10, 0.013258873773956391), (17, 0.029097144043222719), (19, 0.085930136101962915), (41, 0.023946158179331982), (42, 0.05449767770304674), (46, 0.026855731244419579), (66, 0.11495346107047316), (78, 0.03442107575265247), (79, 0.058908519690729001), (86, 0.021441607568582315), (93, 0.084346244314586455), (95, 0.42376356219727962)]"
4xTEUanoQgInQXRMBZtYuQ,"[(4, 0.021453849797370333), (19, 0.45584303547384819), (35, 0.050959388259135929), (37, 0.05152830542193803), (45, 0.21082903473535172), (47, 0.076484804824789324), (57, 0.017736299824865746), (63, 0.015876876910968833), (75, 0.092879954047507235)]"
dCUnkEiVCr724xl9JNJACg,"[(1, 0.023458697330987759), (2, 0.020110849522394739), (19, 0.057106091371329902), (30, 0.70933980687160003), (59, 0.13668081886612876), (79, 0.013601040715345531), (96, 0.034675668295189484)]"
DjyMIg8Ii8zKg6fjY9vGvQ,"[(10, 0.011223930065503327), (19, 0.64635700889787673), (63, 0.26280895012138578), (96, 0.073929637542453686)]"
2qqzGBLM9VFwjIuiEKHspg,"[(3, 0.35779150575572682), (18, 0.21293002986177936), (19, 0.027631701154965615), (41, 0.20663239830352628), (46, 0.16811955949281654)]"
OCmzZfDz1yPwfNNBmCPF0A,"[(25, 0.37468838030615853), (27, 0.22681709671287886), (44, 0.013728965679102862), (46, 0.29902274548225982), (64, 0.042780072527320662), (98, 0.036611387940930495)]"
Rg4dHuszzF0Mb4yqtoHSiA,"[(16, 0.020534132767005005), (18, 0.11780360514604435), (33, 0.70963586036026705), (38, 0.069292658779011168), (46, 0.026059612838802419), (66, 0.024620890307949242)]"
s2GehCgLDp-Go0tHLaRFgA,"[(19, 0.2403202154976756), (35, 0.011669976982553459), (37, 0.046748185376158394), (41, 0.014348372005807531), (46, 0.017960610548909853), (75, 0.66098653789397932)]"
BuvAdSaEqgMDk8zJvG06Gg,"[(3, 0.038525854987298935), (6, 0.012922286213577888), (19, 0.4537590634367909), (21, 0.012747585772042967), (30, 0.010343189952237781), (46, 0.017326366183533479), (47, 0.11096064631596894), (63, 0.27130315975993247), (96, 0.065150675178745829)]"
QPXmLupGCI7sFfqoDyb_nA,"[(12, 0.02619974759743585), (28, 0.040126007119178811), (63, 0.49293302696594776), (96, 0.42888936646558651)]"
MMMHmbfq3nxUQREU4hKOKg,"[(19, 0.51691197265275657), (46, 0.027502823234152825), (63, 0.43481043606908748)]"
zCHIbc_PhZqLdkcKFWSlmw,"[(12, 0.015100023563371767), (16, 0.92398121798259536), (17, 0.014301936573968351), (18, 0.013719228874203), (63, 0.026688442679068985)]"
fq3TCuBBaKtRnibcSoRHpQ,"[(2, 0.026098646347111835), (3, 0.1207551919403119), (18, 0.14179266621495787), (19, 0.064689644849528494), (41, 0.033164916478299944), (46, 0.13518255766738302), (48, 0.40182091596418146), (63, 0.01229433691654948), (93, 0.01956599974944281)]"
jfzBB5Z7VTsABFT4saJ8tw,"[(1, 0.022261711614107404), (10, 0.43258320875914591), (17, 0.35939909452853797), (18, 0.12128404213526102), (48, 0.021019186517967563), (66, 0.010693125317482472)]"
BAKRDK_sZk-B06jKWz9hVg,"[(19, 0.42486575449919112), (50, 0.014850704333677651), (66, 0.053118286423917145), (79, 0.48966497700186035), (93, 0.014301624542701437)]"
PnUN5SZ4x0vQ89RQHS-GsA,"[(16, 0.047040142125731953), (33, 0.75972794690962664), (46, 0.021289712398649813), (66, 0.16297023594916618)]"
zMR2CSueuHq-hD7Ca06GqQ,"[(19, 0.48263813222011082), (37, 0.049693891508165222), (82, 0.41691462550939273)]"
